Product Size,Weight Kgs,Thick MM,Gauges,Category,forecast_month,week_label,week_start_day,week_end_day,weekly_share,predicted_weekly_demand,predicted_monthly_demand,allocation_basis
"6""",108-110 Kgs,4.5 mm,7,Running,January,Week 3,15,21,0.225806,0.005,0.02,calendar_day_share
"6""",108-110 Kgs,4.5 mm,7,Running,January,Week 4,22,28,0.225806,0.005,0.02,calendar_day_share
"6""",108-110 Kgs,4.5 mm,7,Running,January,Week 5,29,31,0.096774,0.002,0.02,calendar_day_share
"6""",112-114 Kgs,4.75 mm,6,Running,January,Week 1,1,7,0.225806,0.005,0.02,calendar_day_share
"6""",112-114 Kgs,4.75 mm,6,Running,January,Week 2,8,14,0.225806,0.005,0.02,calendar_day_share
"6""",112-114 Kgs,4.75 mm,6,Running,January,Week 3,15,21,0.225806,0.005,0.02,calendar_day_share
"6""",112-114 Kgs,4.75 mm,6,Running,January,Week 4,22,28,0.225806,0.005,0.02,calendar_day_share
"6""",112-114 Kgs,4.75 mm,6,Running,January,Week 5,29,31,0.096774,0.002,0.02,calendar_day_share
"6""",113-114 Kgs,6 mm,4,Running,January,Week 1,1,7,0.225806,0.074,0.328,calendar_day_share
"6""",113-114 Kgs,6 mm,4,Running,January,Week 2,8,14,0.225806,0.074,0.328,calendar_day_share
"6""",113-114 Kgs,6 mm,4,Running,January,Week 3,15,21,0.225806,0.074,0.328,calendar_day_share
"6""",113-114 Kgs,6 mm,4,Running,January,Week 4,22,28,0.225806,0.074,0.328,calendar_day_share
"6""",113-114 Kgs,6 mm,4,Running,January,Week 5,29,31,0.096774,0.032,0.328,calendar_day_share
"6""",35- 36 Kgs,1.6 mm,16,Running,January,Week 1,1,7,0.225806,0.069,0.305,calendar_day_share
"6""",35- 36 Kgs,1.6 mm,16,Running,January,Week 2,8,14,0.225806,0.069,0.305,calendar_day_share
"6""",35- 36 Kgs,1.6 mm,16,Running,January,Week 3,15,21,0.225806,0.069,0.305,calendar_day_share
"6""",35- 36 Kgs,1.6 mm,16,Running,January,Week 4,22,28,0.225806,0.069,0.305,calendar_day_share
"6""",35- 36 Kgs,1.6 mm,16,Running,January,Week 5,29,31,0.096774,0.03,0.305,calendar_day_share
"6""",37-38 Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,0.344,1.522,calendar_day_share
"6""",37-38 Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,0.344,1.522,calendar_day_share
"6""",37-38 Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,0.344,1.522,calendar_day_share
"6""",37-38 Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,0.344,1.522,calendar_day_share
"6""",37-38 Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,0.147,1.522,calendar_day_share
"6""",48-50 Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,0.609,2.696,calendar_day_share
"6""",48-50 Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,0.609,2.696,calendar_day_share
"6""",48-50 Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,0.609,2.696,calendar_day_share
"6""",48-50 Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,0.609,2.696,calendar_day_share
"6""",48-50 Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,0.261,2.696,calendar_day_share
"6""",52-54 Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,0.197,0.874,calendar_day_share
"6""",52-54 Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,0.197,0.874,calendar_day_share
"6""",52-54 Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,0.197,0.874,calendar_day_share
"6""",52-54 Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,0.197,0.874,calendar_day_share
"6""",52-54 Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,0.085,0.874,calendar_day_share
"6""",60-62 Kgs,2.35 mm,12,Running,January,Week 1,1,7,0.225806,0.151,0.669,calendar_day_share
"6""",60-62 Kgs,2.35 mm,12,Running,January,Week 2,8,14,0.225806,0.151,0.669,calendar_day_share
"6""",60-62 Kgs,2.35 mm,12,Running,January,Week 3,15,21,0.225806,0.151,0.669,calendar_day_share
"6""",60-62 Kgs,2.35 mm,12,Running,January,Week 4,22,28,0.225806,0.151,0.669,calendar_day_share
"6""",60-62 Kgs,2.35 mm,12,Running,January,Week 5,29,31,0.096774,0.065,0.669,calendar_day_share
"6""",68-69 Kgs,Unknown,Unknown,Running,January,Week 1,1,7,0.225806,0.043,0.189,calendar_day_share
"6""",68-69 Kgs,Unknown,Unknown,Running,January,Week 2,8,14,0.225806,0.043,0.189,calendar_day_share
"6""",68-69 Kgs,Unknown,Unknown,Running,January,Week 3,15,21,0.225806,0.043,0.189,calendar_day_share
"6""",68-69 Kgs,Unknown,Unknown,Running,January,Week 4,22,28,0.225806,0.043,0.189,calendar_day_share
"6""",68-69 Kgs,Unknown,Unknown,Running,January,Week 5,29,31,0.096774,0.018,0.189,calendar_day_share
"6""",72-74 Kgs,3.25 mm,10,Running,January,Week 1,1,7,0.225806,28.955,128.231,calendar_day_share
"6""",72-74 Kgs,3.25 mm,10,Running,January,Week 2,8,14,0.225806,28.955,128.231,calendar_day_share
"6""",72-74 Kgs,3.25 mm,10,Running,January,Week 3,15,21,0.225806,28.955,128.231,calendar_day_share
"6""",72-74 Kgs,3.25 mm,10,Running,January,Week 4,22,28,0.225806,28.955,128.231,calendar_day_share
"6""",72-74 Kgs,3.25 mm,10,Running,January,Week 5,29,31,0.096774,12.409,128.231,calendar_day_share
"6""",75-76 Kgs,3.65 mm,9,Running,January,Week 1,1,7,0.225806,0.25,1.106,calendar_day_share
"6""",75-76 Kgs,3.65 mm,9,Running,January,Week 2,8,14,0.225806,0.25,1.106,calendar_day_share
"6""",75-76 Kgs,3.65 mm,9,Running,January,Week 3,15,21,0.225806,0.25,1.106,calendar_day_share
"6""",75-76 Kgs,3.65 mm,9,Running,January,Week 4,22,28,0.225806,0.25,1.106,calendar_day_share
"6""",75-76 Kgs,3.65 mm,9,Running,January,Week 5,29,31,0.096774,0.107,1.106,calendar_day_share
"6""",78-80 Kgs,3.65 mm,9,Running,January,Week 1,1,7,0.225806,0.05,0.22,calendar_day_share
"6""",78-80 Kgs,3.65 mm,9,Running,January,Week 2,8,14,0.225806,0.05,0.22,calendar_day_share
"6""",78-80 Kgs,3.65 mm,9,Running,January,Week 3,15,21,0.225806,0.05,0.22,calendar_day_share
"6""",78-80 Kgs,3.65 mm,9,Running,January,Week 4,22,28,0.225806,0.05,0.22,calendar_day_share
"6""",78-80 Kgs,3.65 mm,9,Running,January,Week 5,29,31,0.096774,0.021,0.22,calendar_day_share
"6""",84-86 Kgs,3.65 mm,9,Running,January,Week 1,1,7,0.225806,19.916,88.199,calendar_day_share
"6""",84-86 Kgs,3.65 mm,9,Running,January,Week 2,8,14,0.225806,19.916,88.199,calendar_day_share
"6""",84-86 Kgs,3.65 mm,9,Running,January,Week 3,15,21,0.225806,19.916,88.199,calendar_day_share
"6""",84-86 Kgs,3.65 mm,9,Running,January,Week 4,22,28,0.225806,19.916,88.199,calendar_day_share
"6""",84-86 Kgs,3.65 mm,9,Running,January,Week 5,29,31,0.096774,8.535,88.199,calendar_day_share
"6""",96-97 Kgs,4 mm,Unknown,Running,January,Week 1,1,7,0.225806,6.604,29.244,calendar_day_share
"6""",96-97 Kgs,4 mm,Unknown,Running,January,Week 2,8,14,0.225806,6.604,29.244,calendar_day_share
"6""",96-97 Kgs,4 mm,Unknown,Running,January,Week 3,15,21,0.225806,6.604,29.244,calendar_day_share
"6""",96-97 Kgs,4 mm,Unknown,Running,January,Week 4,22,28,0.225806,6.604,29.244,calendar_day_share
"6""",96-97 Kgs,4 mm,Unknown,Running,January,Week 5,29,31,0.096774,2.83,29.244,calendar_day_share
"7""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 1,1,7,0.225806,0.005,0.02,calendar_day_share
"7""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 2,8,14,0.225806,0.005,0.02,calendar_day_share
"7""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 3,15,21,0.225806,0.005,0.02,calendar_day_share
"7""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 4,22,28,0.225806,0.005,0.02,calendar_day_share
"7""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 5,29,31,0.096774,0.002,0.02,calendar_day_share
"7""",108-110 Kgs,4.5 mm,7,Running,January,Week 1,1,7,0.225806,0.037,0.165,calendar_day_share
"7""",108-110 Kgs,4.5 mm,7,Running,January,Week 2,8,14,0.225806,0.037,0.165,calendar_day_share
"7""",108-110 Kgs,4.5 mm,7,Running,January,Week 3,15,21,0.225806,0.037,0.165,calendar_day_share
"7""",108-110 Kgs,4.5 mm,7,Running,January,Week 4,22,28,0.225806,0.037,0.165,calendar_day_share
"7""",108-110 Kgs,4.5 mm,7,Running,January,Week 5,29,31,0.096774,0.016,0.165,calendar_day_share
"7""",110-112 Kgs,Unknown,Unknown,Running,January,Week 1,1,7,0.225806,1.523,6.745,calendar_day_share
"7""",110-112 Kgs,Unknown,Unknown,Running,January,Week 2,8,14,0.225806,1.523,6.745,calendar_day_share
"7""",110-112 Kgs,Unknown,Unknown,Running,January,Week 3,15,21,0.225806,1.523,6.745,calendar_day_share
"7""",110-112 Kgs,Unknown,Unknown,Running,January,Week 4,22,28,0.225806,1.523,6.745,calendar_day_share
"7""",110-112 Kgs,Unknown,Unknown,Running,January,Week 5,29,31,0.096774,0.653,6.745,calendar_day_share
"7""",112-114 Kgs,4.75 mm,6,Running,January,Week 1,1,7,0.225806,3.183,14.096,calendar_day_share
"7""",112-114 Kgs,4.75 mm,6,Running,January,Week 2,8,14,0.225806,3.183,14.096,calendar_day_share
"7""",112-114 Kgs,4.75 mm,6,Running,January,Week 3,15,21,0.225806,3.183,14.096,calendar_day_share
"7""",112-114 Kgs,4.75 mm,6,Running,January,Week 4,22,28,0.225806,3.183,14.096,calendar_day_share
"7""",112-114 Kgs,4.75 mm,6,Running,January,Week 5,29,31,0.096774,1.364,14.096,calendar_day_share
"7""",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 1,1,7,0.225806,0.03,0.135,calendar_day_share
"7""",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 2,8,14,0.225806,0.03,0.135,calendar_day_share
"7""",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 3,15,21,0.225806,0.03,0.135,calendar_day_share
"7""",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 4,22,28,0.225806,0.03,0.135,calendar_day_share
"7""",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 5,29,31,0.096774,0.013,0.135,calendar_day_share
"7""",60-62 Kgs,Unknown,Unknown,Running,January,Week 1,1,7,0.225806,0.064,0.281,calendar_day_share
"7""",60-62 Kgs,Unknown,Unknown,Running,January,Week 2,8,14,0.225806,0.064,0.281,calendar_day_share
"7""",60-62 Kgs,Unknown,Unknown,Running,January,Week 3,15,21,0.225806,0.064,0.281,calendar_day_share
"7""",60-62 Kgs,Unknown,Unknown,Running,January,Week 4,22,28,0.225806,0.064,0.281,calendar_day_share
"7""",60-62 Kgs,Unknown,Unknown,Running,January,Week 5,29,31,0.096774,0.027,0.281,calendar_day_share
¾”,4-4½ Kgs,1.2 mm,18,Running,January,Week 1,1,7,0.225806,1.531,6.778,calendar_day_share
¾”,4-4½ Kgs,1.2 mm,18,Running,January,Week 2,8,14,0.225806,1.531,6.778,calendar_day_share
¾”,4-4½ Kgs,1.2 mm,18,Running,January,Week 3,15,21,0.225806,1.531,6.778,calendar_day_share
¾”,4-4½ Kgs,1.2 mm,18,Running,January,Week 4,22,28,0.225806,1.531,6.778,calendar_day_share
¾”,4-4½ Kgs,1.2 mm,18,Running,January,Week 5,29,31,0.096774,0.656,6.778,calendar_day_share
¾”,5½-6 Kgs,1.6 mm,16,Running,January,Week 1,1,7,0.225806,0.006,0.027,calendar_day_share
¾”,5½-6 Kgs,1.6 mm,16,Running,January,Week 2,8,14,0.225806,0.006,0.027,calendar_day_share
¾”,5½-6 Kgs,1.6 mm,16,Running,January,Week 3,15,21,0.225806,0.006,0.027,calendar_day_share
¾”,5½-6 Kgs,1.6 mm,16,Running,January,Week 4,22,28,0.225806,0.006,0.027,calendar_day_share
¾”,5½-6 Kgs,1.6 mm,16,Running,January,Week 5,29,31,0.096774,0.003,0.027,calendar_day_share
¾”,6 -7 Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,41.533,183.93,calendar_day_share
¾”,6 -7 Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,41.533,183.93,calendar_day_share
¾”,6 -7 Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,41.533,183.93,calendar_day_share
¾”,6 -7 Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,41.533,183.93,calendar_day_share
¾”,6 -7 Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,17.8,183.93,calendar_day_share
¾”,7 -7½ Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,21.864,96.825,calendar_day_share
¾”,7 -7½ Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,21.864,96.825,calendar_day_share
¾”,7 -7½ Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,21.864,96.825,calendar_day_share
¾”,7 -7½ Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,21.864,96.825,calendar_day_share
¾”,7 -7½ Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,9.37,96.825,calendar_day_share
¾”,8-8½ Kgs,2.35 mm,12,Running,January,Week 1,1,7,0.225806,0.047,0.207,calendar_day_share
¾”,8-8½ Kgs,2.35 mm,12,Running,January,Week 2,8,14,0.225806,0.047,0.207,calendar_day_share
¾”,8-8½ Kgs,2.35 mm,12,Running,January,Week 3,15,21,0.225806,0.047,0.207,calendar_day_share
¾”,8-8½ Kgs,2.35 mm,12,Running,January,Week 4,22,28,0.225806,0.047,0.207,calendar_day_share
¾”,8-8½ Kgs,2.35 mm,12,Running,January,Week 5,29,31,0.096774,0.02,0.207,calendar_day_share
